,Title,Zone,Price,Size (m²),Description,URL
0,"
                        Apartamento T3, Avenidas Novas (Nossa Senhora de Fátima), Avenidas Novas, Lisboa
                    ","                    Avenidas Novas (Nossa Senhora de Fátima), Avenidas Novas, Lisboa                ",650000.0,120,"               Apartamento T3 a 50 metros da Fundação Calouste Gulbenkian, com 134,00 m2 de área total e 125,00 m2 de área útil.  Primeiro andar, em edifício com um andar por piso. Nesta remodelação de alto padrão, foram  mantidos  os (...)
          ","https://casa.sapo.pt/comprar-apartamento-t3-lisboa-avenidas-novas-(nossa-senhora-de-fatima)-tem-varandas,ar-condicionado,cozinha-equipada,estacionamento-75fbba82-88f5-4ec9-8322-2469f51f0765.html?fpn=0"
1,"
                        Apartamento T2, Arroios (São Jorge de Arroios), Arroios, Lisboa
                    ","                    Arroios (São Jorge de Arroios), Arroios, Lisboa                ",330000.0,62,"               Apartamento T2 com muita luz natural, localização muito central a curta distância pedonal da Alameda Afonso Henriques, bem servida pela rede de transportes públicos (metropolitano - Alameda) e autocarros, zona de comercio (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-lisboa-arroios-(sao-jorge-de-arroios)-tem-varandas,hospital,terraco,transportes-publicos,marquise,varanda,escola-327ecad1-d908-421c-aa4c-4d4f28442ef9.html?fpn=0"
2,"
                        Apartamento T2, Loures
                    ",                    Loures                ,255000.0,122,"               T2 com varanda e Box
          ",https://casa.sapo.pt/comprar-apartamento-t2-loures-tem-varanda-18e7c05d-8885-11e9-889a-060000000054.html?fpn=0
3,"

","                    Príncipe Real (Mercês), Misericórdia, Lisboa                ",548000.0,57,"               O edifício Príncipe Real Residence é um projeto constituído por 22 apartamentos com tipologias entre T0s a T2s, áreas compreendidas entre os 40 m2 e os 165 m2. Todos os apartamentos têm ar condicionado, janelas de vidro (...)
          ","https://casa.sapo.pt/comprar-apartamento-t1-lisboa-misericordia-principe-real-(merces)-perto-transportes-publicos,centro-da-cidade-tem-ar-condicionado-a58762dd-8883-11e9-bb19-060000000053.html?fpn=0"
4,"

","                    Príncipe Real (Mercês), Misericórdia, Lisboa                ",668000.0,59,"               O edifício Príncipe Real Residence é um projeto constituído por 22 apartamentos com tipologias entre T0s a T2s, áreas compreendidas entre os 40 m2 e os 165 m2. Todos os apartamentos têm ar condicionado, janelas de vidro (...)
          ","https://casa.sapo.pt/comprar-apartamento-t1-lisboa-misericordia-principe-real-(merces)-perto-transportes-publicos,centro-da-cidade-tem-ar-condicionado-313fdc4c-8883-11e9-bb19-060000000053.html?fpn=0"
5,"
                        Apartamento T2, Torres da Bela Vista (Santo António de Cavaleiros), Santo António dos Cavaleiros e Frielas, Loures
                    ","                    Torres da Bela Vista (Santo António de Cavaleiros), Santo António dos Cavaleiros e Frielas, Loures                ",105000.0,70,"               T2 situado em Santo António dos Cavaleiros nas Torres da Bela Vista, junto ao Hospital de Loures e dos acessos, IC17 CRIL, A8, A9 CREL Composto por 2 quartos, sala, cozinha, vista desafogada, e com arrecadação Venha visitar (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-loures-santo-antonio-dos-cavaleiros-e-frielas-torres-da-bela-vista-(santo-antonio-de-cavaleiros)-tem-arrecadacao,hospital-1069616b-8883-11e9-93ea-060000000051.html?fpn=0"
6,"
                        Apartamento T3, Agualva e Mira-Sintra, Sintra
                    ","                    Agualva e Mira-Sintra, Sintra                ",105000.0,105,"               IMOVEL DE BANCO
          ","https://casa.sapo.pt/comprar-apartamento-t3-agualva-e-mira-sintra-perto-policia,transportes-publicos,escola,centro-da-cidade-d2c29138-8882-11e9-ad2e-060000000056.html?fpn=0"
7,"

","                    Príncipe Real (Mercês), Misericórdia, Lisboa                ",698000.0,63,"               O edifício Príncipe Real Residence é um projeto constituído por 22 apartamentos com tipologias entre T0s a T2s, áreas compreendidas entre os 40 m2 e os 165 m2. Todos os apartamentos têm ar condicionado, janelas de vidro (...)
          ","https://casa.sapo.pt/comprar-apartamento-t1-lisboa-misericordia-principe-real-(merces)-perto-transportes-publicos,centro-da-cidade-tem-ar-condicionado-216d8717-8882-11e9-bb19-060000000053.html?fpn=0"
8,"

","                    Príncipe Real (Mercês), Misericórdia, Lisboa                ",1078000.0,87,"               O edifício Príncipe Real Residence é um projeto constituído por 22 apartamentos com tipologias entre T0s a T2s, áreas compreendidas entre os 40 m2 e os 165 m2. Todos os apartamentos têm ar condicionado, janelas de vidro (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-lisboa-misericordia-principe-real-(merces)-perto-transportes-publicos,centro-da-cidade-tem-ar-condicionado-c24d848f-8881-11e9-bb19-060000000053.html?fpn=0"
9,"
                        Apartamento, Loures
                    ",                    Loures                ,255000.0,122,"               Móveis de cozinha em branco lacados com iluminação em LED , modelo SEUL Pavimento em réguas laminadas Móvel supenso em madeira zebrano e espelho com luz Led Banheira com resguardo em vidro, marca:NEXO Paineis solares, (...)
          ","https://casa.sapo.pt/comprar-apartamento-loures-tem-seguranca,aspiracao-central,varanda-99f29bc7-8881-11e9-889a-060000000054.html?fpn=0"
10,"
                        Apartamento T3 Triplex, Barro, Loures
                    ","                    Barro, Loures                ",295000.0,126,"               T3, Loures Apartamento   Em Loures, está já em fase final de construção, a segunda fase de urbanização na Quinta do Inquisidor, com apartamentos de  elevada qualidade e requinte, materiais e arquitectura modernas e boas (...)
          ","https://casa.sapo.pt/comprar-apartamento-t3-loures-barro-perto-transportes-publicos,policia,escola-com-garagem-estacionamento-tem-ar-condicionado,aspiracao-central,seguranca,varanda,lavandaria,varandas-cd59c1d1-8880-11e9-93ea-060000000051.html?fpn=0"
11,"
                        Apartamento T3, Manique de Baixo, Alcabideche, Cascais
                    ","                    Manique de Baixo, Alcabideche, Cascais                ",324720.0,115,"               Apartamento T3, com 122 m2, inserido num condomínio privado VILLAGGIO MANIQUE, situado em Manique de Baixo, Cascais – Lisboa.  Constituído por hall espaçoso, sala com 45 m2, 3 quartos sendo um deles suite todos com armários (...)
          ","https://casa.sapo.pt/comprar-apartamento-t3-cascais-alcabideche-manique-de-baixo-tem-ar-condicionado,piscina,arrecadacao,estacionamento,varandas,aquecimento-central-1d1a243c-8880-11e9-889a-060000000054.html?fpn=0"
12,"
                        Apartamento T3, Benfica, Lisboa
                    ","                    Benfica, Lisboa                ",279900.0,70,"               Apartamento T3 em excelente Localização, perto de Transportes, Escolas, Comércio, Bancos, CRIL, Mercado de Benfica.  Apartamento composto por: - 3 Quartos, um dos quais em Suite com roupeiro (12m2), um quarto com roupeiro (...)
          ","https://casa.sapo.pt/comprar-apartamento-t3-lisboa-benfica-perto-policia,centro-da-cidade,escola-tem-comercio,varandas,escolas,ar-condicionado-ec7dee57-887f-11e9-8325-060000000052.html?fpn=0"
13,"

","                    Casal de São Brás (Mina), Mina de Água, Amadora                ",129000.0,,"               Apartamento de 3 assoalhadas localizado no Casal de S. Brás - Amadora, junto a Escolas, Comércio, Transportes e Espaços verdes. Completamente remodelado com Intervenções a nível da canalização, esgotos e instalação (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-amadora-mina-de-agua-casal-de-sao-bras-(mina)-perto-centro-da-cidade,transportes-publicos,escola-tem-comercio,escolas-df7b26c4-887e-11e9-8325-060000000052.html?fpn=0"
14,"

","                    Venda do Pinheiro, Venda do Pinheiro e Santo Estêvão das Galés, Mafra                ",195000.0,136,"               A cerca de meia hora de Lisboa, na tranquila vila da Venda do Pinheiro, temos para si um fantástico apartamento T2 com parqueamento para uma viatura. Destacamos o amplo e luminoso salão de 46 m² com lareira que dá acesso a (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-mafra-venda-do-pinheiro-e-santo-estevao-das-gales-venda-do-pinheiro-perto-transportes-publicos-com-garagem-estacionamento-tem-varandas,vista-para-cidade-dec70015-887e-11e9-bb19-060000000053.html?fpn=0"
15,"
                        Apartamento T1, Lourinhã e Atalaia, Lourinhã
                    ","                    Lourinhã e Atalaia, Lourinhã                ",110000.0,,"               Apartamento T1 novo na Lourinhã. Acabamentos de 1ª qualidade com materiais modernos e de topo. Características de construção: painel solar para aquecimento das águas sanitárias, isolamento exterior com capoto, acabamento (...)
          ","https://casa.sapo.pt/comprar-apartamento-t1-lourinha-e-atalaia-tem-aspiracao-central,arrecadacao,garagem-estacionamento,varanda-be381a91-887e-11e9-ad2e-060000000056.html?fpn=0"
16,"
                        Apartamento T2, Odivelas
                    ",                    Odivelas                ,92500.0,76,"               T2 situado no centro de Odivelas, servido de transportes, a escassos metros do acesso à A8 e IC17, comércio e serviços. Apartamento T2 com 76 m2, a necessitar de obras de remodelação. O imóvel está disponível para receção de (...)
          ",https://casa.sapo.pt/comprar-apartamento-t2-odivelas-tem-comercio-84874102-887e-11e9-93ea-060000000051.html?fpn=0
17,"
                        Apartamento T3 Triplex, Loures
                    ",                    Loures                ,310000.0,126,"               T3 COM TERRAÇO.  No concelho de Loures, está em construção, a segunda fase de urbanização na Quinta do Inquisidor, com apartamentos de elevada qualidade e requinte,  com a aplicação de materiais e arquitectura moderna e boas (...)
          ","https://casa.sapo.pt/comprar-apartamento-t3-loures-perto-policia,transportes-publicos-tem-aspiracao-central,seguranca,terraco,ar-condicionado,lavandaria,cozinha-equipada,varanda,aquecimento-central,varandas-27df76c3-887e-11e9-93ea-060000000051.html?fpn=0"
18,"

","                    Pirecoxe (Santa Iria de Azoia), Santa Iria de Azoia, São João da Talha e Bobadela, Loures                ",245000.0,125,"               Loures/Santa Iria da Azóia. Excelente apartamento T4 transformado em T3 com vista totalmente desafogada, box para 1 carro e uma arrecadação muito bem localizado em Santa Iria. Imóvel com bastante luz natural e boas áreas em (...)
          ","https://casa.sapo.pt/comprar-apartamento-t4-loures-santa-iria-de-azoia,sao-joao-da-talha-e-bobadela-pirecoxe-(santa-iria-de-azoia)-tem-comercio,arrecadacao,escolas,transportes-publicos-920d6daa-887c-11e9-93ea-060000000051.html?fpn=0"
19,"
                        Apartamento T2+1, Penha de França (Anjos), Arroios, Lisboa
                    ","                    Penha de França (Anjos), Arroios, Lisboa                ",289000.0,78,"               Na Penha de França, T3 convertido em T2, totalmente reabilitado; Duas  Salas, uma das quais com cozinha integrada, dois quartos com roupeiro, cozinha totalmente equipada. Inserido em edifício de betão armado em óptimo estado (...)
          ",https://casa.sapo.pt/comprar-apartamento-t2-lisboa-arroios-penha-de-franca-(anjos)-tem-comercio-d29dfbbd-e5ae-4416-ac8a-37c14cc75f4c.html?fpn=0
20,"
                        Apartamento T3, Bairro das Colónias (Anjos), Arroios, Lisboa
                    ","                    Bairro das Colónias (Anjos), Arroios, Lisboa                ",310000.0,100,"               Bairro das Colónias, T3 em recuperação integral, entregue Chave na Mão. Logradouro privativo. 2 WC, um dos quais em suite. Caderno de acabamentos completo, com inclusão de pré-instalação de Ar Condicionado, Vidros Duplos e (...)
          ","https://casa.sapo.pt/comprar-apartamento-t3-lisboa-arroios-bairro-das-colonias-(anjos)-tem-comercio,logradouro,cozinha-equipada,ar-condicionado-67a608b6-e9a1-4c8b-8283-4740151025ae.html?fpn=0"
21,"
                        Apartamento T1, Queluz de Baixo, Barcarena, Oeiras
                    ","                    Queluz de Baixo, Barcarena, Oeiras                ",118000.0,68,"               Excelente T1 em Barcarena, zona Queluz de Baixo, em zona muito sossegada, e a 2 minutos da ic19, com boas dimensões, bem conservado, 1ºandar sem elevador. Se procura um T1 venha visitar que vai gostar!
          ",https://casa.sapo.pt/comprar-apartamento-t1-oeiras-barcarena-queluz-de-baixo-96758b8e-887b-11e9-889a-060000000054.html?fpn=0
22,"
                        Apartamento T4, Manique de Baixo, Alcabideche, Cascais
                    ","                    Manique de Baixo, Alcabideche, Cascais                ",400000.0,158,"               Apartamento T4 usado inserido no condomínio Villagio Manique, construído em 2007.  Composto por: Hall Sala Cozinha 4 quartos 2 WCs  Parqueamento com 25m2  Este imóvel é de banco - Oportunidade.
          ",https://casa.sapo.pt/comprar-apartamento-t4-cascais-alcabideche-manique-de-baixo-828f8daa-887b-11e9-889a-060000000054.html?fpn=0
23,"
                        Apartamento T3, Lumiar, Lisboa
                    ","                    Lumiar, Lisboa                ",599000.0,145,"               Excelente  apartamento T3 totalmente remodelado, com muito boas áreas e com fantástica luminosidade e vista, em condomínio de prestígio - Edifício Utreque  Lumiar O imóvel localiza-se numa das melhores zonas da cidade para (...)
          ","https://casa.sapo.pt/comprar-apartamento-t3-lisboa-lumiar-perto-centro-da-cidade,policia,transportes-publicos,escola-com-garagem-estacionamento-tem-seguranca,comercio,arrecadacao,piscina,aquecimento-central-761c6fd9-887b-11e9-8325-060000000052.html?fpn=0"
24,"
                        Apartamento T3, Lumiar, Lisboa
                    ","                    Lumiar, Lisboa                ",599000.0,145,"               Excelente  apartamento T3 totalmente remodelado, com muito boas áreas e com fantástica luminosidade e vista, em condomínio de prestígio - Edifício Utreque  Lumiar O imóvel localiza-se numa das melhores zonas da cidade para (...)
          ","https://casa.sapo.pt/comprar-apartamento-t3-lisboa-lumiar-perto-centro-da-cidade,policia,transportes-publicos,escola-com-garagem-estacionamento-tem-seguranca,comercio,arrecadacao,piscina,aquecimento-central-6ebb88aa-887b-11e9-8325-060000000052.html?fpn=0"
25,"
                        Apartamento T3, Avenidas Novas (Nossa Senhora de Fátima), Avenidas Novas, Lisboa
                    ","                    Avenidas Novas (Nossa Senhora de Fátima), Avenidas Novas, Lisboa                ",650000.0,120,"               Apartamento T3 a 50 metros da Fundação Calouste Gulbenkian, com 134,00 m2 de área total e 125,00 m2 de área útil.  Primeiro andar, em edifício com um andar por piso. Nesta remodelação de alto padrão, foram  mantidos  os (...)
          ","https://casa.sapo.pt/comprar-apartamento-t3-lisboa-avenidas-novas-(nossa-senhora-de-fatima)-tem-varandas,ar-condicionado,cozinha-equipada,estacionamento-75fbba82-88f5-4ec9-8322-2469f51f0765.html?fpn=1"
26,"
                        Apartamento T2, Arroios (São Jorge de Arroios), Arroios, Lisboa
                    ","                    Arroios (São Jorge de Arroios), Arroios, Lisboa                ",330000.0,62,"               Apartamento T2 com muita luz natural, localização muito central a curta distância pedonal da Alameda Afonso Henriques, bem servida pela rede de transportes públicos (metropolitano - Alameda) e autocarros, zona de comercio (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-lisboa-arroios-(sao-jorge-de-arroios)-tem-varandas,hospital,terraco,transportes-publicos,marquise,varanda,escola-327ecad1-d908-421c-aa4c-4d4f28442ef9.html?fpn=1"
27,"
                        Apartamento T3, Agualva e Mira-Sintra, Sintra
                    ","                    Agualva e Mira-Sintra, Sintra                ",105000.0,105,"               IMOVEL DE BANCO
          ","https://casa.sapo.pt/comprar-apartamento-t3-agualva-e-mira-sintra-perto-policia,transportes-publicos,escola,centro-da-cidade-d2c29138-8882-11e9-ad2e-060000000056.html?fpn=1"
28,"

","                    Príncipe Real (Mercês), Misericórdia, Lisboa                ",698000.0,63,"               O edifício Príncipe Real Residence é um projeto constituído por 22 apartamentos com tipologias entre T0s a T2s, áreas compreendidas entre os 40 m2 e os 165 m2. Todos os apartamentos têm ar condicionado, janelas de vidro (...)
          ","https://casa.sapo.pt/comprar-apartamento-t1-lisboa-misericordia-principe-real-(merces)-perto-transportes-publicos,centro-da-cidade-tem-ar-condicionado-216d8717-8882-11e9-bb19-060000000053.html?fpn=1"
29,"

","                    Príncipe Real (Mercês), Misericórdia, Lisboa                ",1078000.0,87,"               O edifício Príncipe Real Residence é um projeto constituído por 22 apartamentos com tipologias entre T0s a T2s, áreas compreendidas entre os 40 m2 e os 165 m2. Todos os apartamentos têm ar condicionado, janelas de vidro (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-lisboa-misericordia-principe-real-(merces)-perto-transportes-publicos,centro-da-cidade-tem-ar-condicionado-c24d848f-8881-11e9-bb19-060000000053.html?fpn=1"
30,"
                        Apartamento T3, Manique de Baixo, Alcabideche, Cascais
                    ","                    Manique de Baixo, Alcabideche, Cascais                ",324720.0,115,"               Apartamento T3, com 122 m2, inserido num condomínio privado VILLAGGIO MANIQUE, situado em Manique de Baixo, Cascais – Lisboa.  Constituído por hall espaçoso, sala com 45 m2, 3 quartos sendo um deles suite todos com armários (...)
          ","https://casa.sapo.pt/comprar-apartamento-t3-cascais-alcabideche-manique-de-baixo-tem-ar-condicionado,piscina,arrecadacao,estacionamento,varandas,aquecimento-central-1d1a243c-8880-11e9-889a-060000000054.html?fpn=1"
31,"
                        Apartamento T3, Benfica, Lisboa
                    ","                    Benfica, Lisboa                ",279900.0,70,"               Apartamento T3 em excelente Localização, perto de Transportes, Escolas, Comércio, Bancos, CRIL, Mercado de Benfica.  Apartamento composto por: - 3 Quartos, um dos quais em Suite com roupeiro (12m2), um quarto com roupeiro (...)
          ","https://casa.sapo.pt/comprar-apartamento-t3-lisboa-benfica-perto-policia,centro-da-cidade,escola-tem-comercio,varandas,escolas,ar-condicionado-ec7dee57-887f-11e9-8325-060000000052.html?fpn=1"
32,"

","                    Casal de São Brás (Mina), Mina de Água, Amadora                ",129000.0,,"               Apartamento de 3 assoalhadas localizado no Casal de S. Brás - Amadora, junto a Escolas, Comércio, Transportes e Espaços verdes. Completamente remodelado com Intervenções a nível da canalização, esgotos e instalação (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-amadora-mina-de-agua-casal-de-sao-bras-(mina)-perto-centro-da-cidade,transportes-publicos,escola-tem-comercio,escolas-df7b26c4-887e-11e9-8325-060000000052.html?fpn=1"
33,"

","                    Venda do Pinheiro, Venda do Pinheiro e Santo Estêvão das Galés, Mafra                ",195000.0,136,"               A cerca de meia hora de Lisboa, na tranquila vila da Venda do Pinheiro, temos para si um fantástico apartamento T2 com parqueamento para uma viatura. Destacamos o amplo e luminoso salão de 46 m² com lareira que dá acesso a (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-mafra-venda-do-pinheiro-e-santo-estevao-das-gales-venda-do-pinheiro-perto-transportes-publicos-com-garagem-estacionamento-tem-varandas,vista-para-cidade-dec70015-887e-11e9-bb19-060000000053.html?fpn=1"
34,"
                        Apartamento T1, Lourinhã e Atalaia, Lourinhã
                    ","                    Lourinhã e Atalaia, Lourinhã                ",110000.0,,"               Apartamento T1 novo na Lourinhã. Acabamentos de 1ª qualidade com materiais modernos e de topo. Características de construção: painel solar para aquecimento das águas sanitárias, isolamento exterior com capoto, acabamento (...)
          ","https://casa.sapo.pt/comprar-apartamento-t1-lourinha-e-atalaia-tem-aspiracao-central,arrecadacao,garagem-estacionamento,varanda-be381a91-887e-11e9-ad2e-060000000056.html?fpn=1"
35,"
                        Apartamento T2, Odivelas
                    ",                    Odivelas                ,92500.0,76,"               T2 situado no centro de Odivelas, servido de transportes, a escassos metros do acesso à A8 e IC17, comércio e serviços. Apartamento T2 com 76 m2, a necessitar de obras de remodelação. O imóvel está disponível para receção de (...)
          ",https://casa.sapo.pt/comprar-apartamento-t2-odivelas-tem-comercio-84874102-887e-11e9-93ea-060000000051.html?fpn=1
36,"

","                    Pirecoxe (Santa Iria de Azoia), Santa Iria de Azoia, São João da Talha e Bobadela, Loures                ",245000.0,125,"               Loures/Santa Iria da Azóia. Excelente apartamento T4 transformado em T3 com vista totalmente desafogada, box para 1 carro e uma arrecadação muito bem localizado em Santa Iria. Imóvel com bastante luz natural e boas áreas em (...)
          ","https://casa.sapo.pt/comprar-apartamento-t4-loures-santa-iria-de-azoia,sao-joao-da-talha-e-bobadela-pirecoxe-(santa-iria-de-azoia)-tem-comercio,arrecadacao,escolas,transportes-publicos-920d6daa-887c-11e9-93ea-060000000051.html?fpn=1"
37,"
                        Apartamento T2+1, Penha de França (Anjos), Arroios, Lisboa
                    ","                    Penha de França (Anjos), Arroios, Lisboa                ",289000.0,78,"               Na Penha de França, T3 convertido em T2, totalmente reabilitado; Duas  Salas, uma das quais com cozinha integrada, dois quartos com roupeiro, cozinha totalmente equipada. Inserido em edifício de betão armado em óptimo estado (...)
          ",https://casa.sapo.pt/comprar-apartamento-t2-lisboa-arroios-penha-de-franca-(anjos)-tem-comercio-d29dfbbd-e5ae-4416-ac8a-37c14cc75f4c.html?fpn=1
38,"
                        Apartamento T3, Bairro das Colónias (Anjos), Arroios, Lisboa
                    ","                    Bairro das Colónias (Anjos), Arroios, Lisboa                ",310000.0,100,"               Bairro das Colónias, T3 em recuperação integral, entregue Chave na Mão. Logradouro privativo. 2 WC, um dos quais em suite. Caderno de acabamentos completo, com inclusão de pré-instalação de Ar Condicionado, Vidros Duplos e (...)
          ","https://casa.sapo.pt/comprar-apartamento-t3-lisboa-arroios-bairro-das-colonias-(anjos)-tem-comercio,logradouro,cozinha-equipada,ar-condicionado-67a608b6-e9a1-4c8b-8283-4740151025ae.html?fpn=1"
39,"
                        Apartamento T1, Queluz de Baixo, Barcarena, Oeiras
                    ","                    Queluz de Baixo, Barcarena, Oeiras                ",118000.0,68,"               Excelente T1 em Barcarena, zona Queluz de Baixo, em zona muito sossegada, e a 2 minutos da ic19, com boas dimensões, bem conservado, 1ºandar sem elevador. Se procura um T1 venha visitar que vai gostar!
          ",https://casa.sapo.pt/comprar-apartamento-t1-oeiras-barcarena-queluz-de-baixo-96758b8e-887b-11e9-889a-060000000054.html?fpn=1
40,"
                        Apartamento T4, Manique de Baixo, Alcabideche, Cascais
                    ","                    Manique de Baixo, Alcabideche, Cascais                ",400000.0,158,"               Apartamento T4 usado inserido no condomínio Villagio Manique, construído em 2007.  Composto por: Hall Sala Cozinha 4 quartos 2 WCs  Parqueamento com 25m2  Este imóvel é de banco - Oportunidade.
          ",https://casa.sapo.pt/comprar-apartamento-t4-cascais-alcabideche-manique-de-baixo-828f8daa-887b-11e9-889a-060000000054.html?fpn=1
41,"
                        Apartamento T3, Lumiar, Lisboa
                    ","                    Lumiar, Lisboa                ",599000.0,145,"               Excelente  apartamento T3 totalmente remodelado, com muito boas áreas e com fantástica luminosidade e vista, em condomínio de prestígio - Edifício Utreque  Lumiar O imóvel localiza-se numa das melhores zonas da cidade para (...)
          ","https://casa.sapo.pt/comprar-apartamento-t3-lisboa-lumiar-perto-centro-da-cidade,policia,transportes-publicos,escola-com-garagem-estacionamento-tem-seguranca,comercio,arrecadacao,piscina,aquecimento-central-761c6fd9-887b-11e9-8325-060000000052.html?fpn=1"
42,"
                        Apartamento T3, Lumiar, Lisboa
                    ","                    Lumiar, Lisboa                ",599000.0,145,"               Excelente  apartamento T3 totalmente remodelado, com muito boas áreas e com fantástica luminosidade e vista, em condomínio de prestígio - Edifício Utreque  Lumiar O imóvel localiza-se numa das melhores zonas da cidade para (...)
          ","https://casa.sapo.pt/comprar-apartamento-t3-lisboa-lumiar-perto-centro-da-cidade,policia,transportes-publicos,escola-com-garagem-estacionamento-tem-seguranca,comercio,arrecadacao,piscina,aquecimento-central-6ebb88aa-887b-11e9-8325-060000000052.html?fpn=1"
43,"

","                    Damaia de Cima, Águas Livres, Amadora                ",139000.0,70,"               Apartamento de 3 assoalhadas completamente remodelado, localizado no alto da Damaia. Encontra-se em fase de remodelação total. Intervenções a nível da canalização, esgotos e instalação eléctrica. Cozinha com 14m2 (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-amadora-aguas-livres-damaia-de-cima-perto-transportes-publicos,escola-tem-varanda-10ed8869-887b-11e9-8325-060000000052.html?fpn=1"
44,"

","                    Reboleira, Águas Livres, Amadora                ",120000.0,76,"               Bonito Apartamento Totalmente Remodelado. Muito Luminoso (Nascente-Sul), Vista Desafogada. Situado próximo da Clínica de Sto. António, Transportes a Curta Distância, Comboio, Metro e Autocarro.Com acesso facilitado aos (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-amadora-aguas-livres-reboleira-perto-transportes-publicos,centro-da-cidade,escola-tem-arrecadacao,sotao,varanda,cozinha-equipada-4ad0d539-887a-11e9-ad2e-060000000056.html?fpn=1"
45,"
                        Apartamento T2, Ramada e Caneças, Odivelas
                    ","                    Ramada e Caneças, Odivelas                ",125000.0,65,"               Excelente apartamento T2 totalmente remodelado em Ramada, Odivelas. 3º andar sem elevador. Bons acessos a todas as vias rápidas. Venha visitar, contacte-nos.
          ",https://casa.sapo.pt/comprar-apartamento-t2-odivelas-ramada-e-canecas-3f5738b1-887a-11e9-840c-060000000057.html?fpn=1
46,"
                        Apartamento T2, Marvila, Lisboa
                    ","                    Marvila, Lisboa                ",160000.0,68,"               Localizado a dois minutos da estação de metro da Bela Vista, assim como do CC Comercial da Bela Vista e Serviços variados. Este apartamento remodelado composto por hall, Cozinha, sala, dois quartos, um deles com armário, (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-lisboa-marvila-perto-transportes-publicos,centro-da-cidade,policia,escola-com-arrecadacao-tem-estacionamento,certificacao-energetica-637612b1-8879-11e9-93ea-060000000051.html?fpn=1"
47,"
                        Apartamento T2, Odivelas
                    ",                    Odivelas                ,125000.0,72,"               Apartamento T2 em Odivelas. Necessita de obras. 1º andar sem elevador. Sem obras: 125.000€ Com obras: 145.000€
          ",https://casa.sapo.pt/comprar-apartamento-t2-odivelas-979f251a-8878-11e9-840c-060000000057.html?fpn=1
48,"

","                    Flamenga  (Santo António de Cavaleiros), Santo António dos Cavaleiros e Frielas, Loures                ",159000.0,95,"               Apartamento T3 transformado em T1 com boas áreas. Ref:CZ1757  Apartamento em bom estado de conservação composto por:  Hall de entrada espaçoso.  Cozinha generosa com varanda em marquise fechada.  Sala ampla com salamandra.  (...)
          ","https://casa.sapo.pt/comprar-apartamento-t1-loures-santo-antonio-dos-cavaleiros-e-frielas-flamenga-(santo-antonio-de-cavaleiros)-perto-centro-da-cidade,escola,policia,transportes-publicos-tem-estacionamento-06f3a28d-8878-11e9-840c-060000000057.html?fpn=1"
49,"
                        Apartamento T2, Castelo São Jorge (Castelo), Santa Maria Maior, Lisboa
                    ","                    Castelo São Jorge (Castelo), Santa Maria Maior, Lisboa                ",485000.0,55,"               PRESTÍGIO, EXCLUSIVIDADE, CONFORTO  Apartamento de charme com localização emblemática no coração de Lisboa, em edifício secular, paredes-meias com o Castelo de São Jorge. A área circundante com estacionamento exclusivo para (...)
          ",https://casa.sapo.pt/comprar-apartamento-t2-lisboa-santa-maria-maior-castelo-sao-jorge-(castelo)-tem-estacionamento-9a82f12e-8877-11e9-889a-060000000054.html?fpn=1
50,"
                        Apartamento T3, Mafra
                    ",                    Mafra                ,164000.0,106,"               Simpático Apartamento de tipologia T3 remodelado situado no centro da vila histórica de Mafra. O imóvel, inserido ao nível do 3º andar em prédio sem elevador, é composto por um hall de entrada, cozinha semi equipada, (...)
          ","https://casa.sapo.pt/comprar-apartamento-t3-mafra-perto-policia,centro-da-cidade,transportes-publicos,hospital-com-arrecadacao-tem-vista-para-cidade,vista-para-campo,estacionamento-interior,estacionamento-exterior-8d240a54-8877-11e9-8325-060000000052.html?fpn=2"
51,"
                        Apartamento T1, Santa Cruz , Silveira, Torres Vedras
                    ","                    Santa Cruz , Silveira, Torres Vedras                ",86000.0,65,"               Apartamento T1 DUPLEX - EDIFICIO H2O, Santa Cruz
          ",https://casa.sapo.pt/comprar-apartamento-t1-torres-vedras-silveira-santa-cruz-com-garagem-estacionamento-80a92210-8877-11e9-bb19-060000000053.html?fpn=2
52,"
                        Andar de Prédio T2, COLINA DO SOL (Alfornelos), Encosta do Sol, Amadora
                    ","                    COLINA DO SOL (Alfornelos), Encosta do Sol, Amadora                ",150000.0,,"               Apartamento de 3 assoalhadas bem localizado, wc com janela.
          ","https://casa.sapo.pt/comprar-andar-de-predio-t2-amadora-encosta-do-sol-colina-do-sol-(alfornelos)-perto-transportes-publicos,policia,escola-557f2f4c-8877-11e9-8325-060000000052.html?fpn=2"
